Date,Username,User tag,Content,Mentions,link
"2022-11-28,16:26:46","LJ","#9206","I typically take a notepad and a writing utensil when I go to events and stuff","Capybap#2340",""
"2022-11-28,16:26:56","LJ","#9206","If you’re trying to network, people notice those things","",""
"2022-11-28,17:11:51","Capybap","#2340","I made sure to sit close to the front and no one was taking notes so i think i did ok with just doing that It was way way over my head but that's ok","",""
"2022-11-29,09:07:41","LJ","#9206","","","https://cdn.discordapp.com/attachments/720774832870129774/1047197169922355260/IMG_4268.jpg"
"2022-11-29,09:07:43","LJ","#9206","NO WAY","",""
"2022-11-29,09:07:51","LJ","#9206","in my DTC class this morning haha","",""
"2022-11-29,09:08:29","RoswellValentine","#5001","soon the cat will be all that's left","",""
"2022-11-29,13:17:32","nova.","#0959","i did my FAFSA, do i still do the WASFA?","",""
"2022-11-29,13:25:18","RoswellValentine","#5001","you can do one or the other, but you don't need to do both","nova.#0959",""
"2022-11-29,13:25:28","RoswellValentine","#5001","i haven't filled out the WASFA in years","",""
"2022-11-29,13:31:03","Spoooky","#6969","The government finally deemed me worthy of receiving aid for the first time","",""
"2022-11-29,13:31:04","CyanideCarrot","#3879","WASFA is designed for people who aren’t eligible for FAFSA","",""
"2022-11-29,13:36:33","Dogger","#5605","Biblically accurate him","LJ#9206",""
"2022-11-29,13:51:07","Kacey","#5683","has anyone gotten an email from WSU saying they have received a fafsa from you?","",""
"2022-11-29,13:52:24","Capybap","#2340","no","",""
"2022-11-29,13:52:31","Capybap","#2340","and mine was completed a long time agop","",""
"2022-11-29,15:15:13","Spoooky","#6969","I filled out fafsa day it started and wsu got it like a week later","",""
"2022-11-29,15:25:21","Rockergage","#5879","No.","Kacey#5683",""
"2022-11-29,21:02:29","LJ","#9206","I felt like I did meh on my exam","",""
"2022-11-29,21:02:34","LJ","#9206","Hopefully I still get an A","",""
"2022-11-29,21:02:41","LJ","#9206","<:Clueless:898720694442016879>","",""
"2022-12-02,08:28:02","Capybap","#2340","Stupid question but what does dead week even mean? Does it just mean the week before finals?","",""
"2022-12-02,08:28:17","Capybap","#2340","Like there's nothing special about it right?","",""
"2022-12-02,08:38:16","pestilence","#6969","Usually no labs, sometimes no class depending on your prof","",""
"2022-12-02,10:22:24","Spoooky","#6969","I missed 1 assignment in my anthropology class and since there's only been like 8 assignments worth only 2 points each even if I get full points on the last assignment and full points on the final I'll only be able to get a B+ and I got an A in all my other classes smh could've had a 4.0","",""
"2022-12-02,10:23:04","Spoooky","#6969","I currently have a B in the class","",""
"2022-12-02,13:24:00","Bassettt","#5590","Dead week is always my busiest week where I have a shit ton of finals due","",""
"2022-12-02,13:32:00","pestilence","#6969","I'm always pissed when profs keep teaching through it","",""
"2022-12-02,13:32:15","pestilence","#6969","Like fellas I need to study the old shit, not get bombarded with new shit","",""
"2022-12-02,17:44:52","Hydro Homie","#1547","My friend got accepted into both UW and WSU. What really surprised me though was that his gpa was a 3.0, like *huh*. Like I’m happy for him but im just confused on how that’s possible given how competitive it is, maybe the fact that he does sports? Hockey, which I guess might be big there?","",""
"2022-12-02,17:46:14","Hydro Homie","#1547","Idk which he’s gonna choose but I’d hope here","",""
"2022-12-02,17:54:25","(ed)ibilities","#4334","as far as ik UW is ranked 2nd in Pac-8 North and we're dead last. But Pac-8 (DIV 2) schools aren't really known to draft into NHL","Hydro Homie#1547",""
"2022-12-02,17:55:36","Hydro Homie","#1547","Then he had to have written an essay to baffle the gods","",""
"2022-12-02,17:56:03","Hydro Homie","#1547","Because he didn’t do extra-curriculars outside of hockey","",""
"2022-12-02,17:56:38","(ed)ibilities","#4334","grades don't mean a lot and it really depends on the recruiter and how they feel about chances at times","",""
"2022-12-02,17:56:52","(ed)ibilities","#4334","at least minimum grade is sufficient thou","",""
"2022-12-02,17:57:36","(ed)ibilities","#4334","Depends on which major he is interested in also","",""
"2022-12-02,17:58:06","(ed)ibilities","#4334","Also note UW has a 55.9% acceptance rate and compare that to most top schools in CA which is way lower","",""
"2022-12-02,18:05:45","Kantaria","#3272","Bruh my teachers are having classes all through dead week","",""
"2022-12-02,18:07:50","Dogger","#5605","I've always thought UW was trying to be like an ivy league, and that if you wanna go there its better to go for a graduates program","",""
"2022-12-02,18:09:30","beepbop","#9164","It's better than some ivy leagues for CS","",""
"2022-12-02,18:10:27","Jared","#5937","hahaha UW is definitely a wannabe ivy league","",""
"2022-12-02,18:11:02","Dogger","#5605","With my major I don't really need a graduates degree, but if I think it would be a good idea I'd choose UW, just since I'd be living close to campus anyway","",""
"2022-12-02,19:04:18","LJ","#9206","ironically I always thought I'd go to UW and then I never actually applied","",""
"2022-12-02,19:04:39","LJ","#9206","I went to my 2 year and then wsu","",""
"2022-12-02,19:04:48","LJ","#9206","I didn't even tour wsu before I got accepted","",""
"2022-12-02,19:04:54","LJ","#9206","i frankly did not care that much lol","",""
"2022-12-02,19:14:20","Jared","#5937","i applied but i had no shot getting in","",""
"2022-12-02,19:33:57","CyanideCarrot","#3879","same lol, thought I would go to UW but changed my mind after doing tours and only applied here","",""
"2022-12-02,19:40:09","Dobrine","#7430","The crazy competitive parts of UW is getting into your major because it isn't guaranteed and you have to apply for your specific major after you start at UW. Like for engineering majors its stupid competitive I wouldn't get into my major at UW right now.\","",""
"2022-12-02,19:49:24","Jared","#5937","UW also seems to have a higher acceptance rate towards in state students","",""
"2022-12-02,21:54:06","Kacey","#5683","I wasn't about to chance me getting into Mechanical Engineering by deciding on UW","",""
"2022-12-02,21:54:20","Kacey","#5683","would have been so pissed if I did 2 years at UW just to not get accepted to their ME program and be forced to transfer","",""
"2022-12-02,21:54:26","Kacey","#5683","Just doing your students dirty like that","",""
"2022-12-02,21:54:32","Kacey","#5683","Plus the undergraduate opportunities are so limited","",""
"2022-12-02,21:54:39","Kacey","#5683","so ill always have beef w/ UW","",""
"2022-12-02,21:54:42","Kacey","#5683","prestige my ass","",""
"2022-12-03,16:20:59","aims","#5394","lmao I also sent this in the self promote channel but just sending it here to get more responses !! thanks guys!! Hello everyone! This is a survey for English 201 on femininity. We would greatly appreciate it if you would take the time to answer our survey! Thank you so much. https://wsu.co1.qualtrics.com/jfe/form/SV_415aI3TxDSTFJfU","",""
"2022-12-03,16:33:19","umeshu2002","#3132","Has anyone taken French 101 with Professor Black? If so, how was it? Was it hard?","",""
"2022-12-03,16:43:12","David 😮","#2794","Anyone taken SOC 321 ?? I need all the assignments and I will pay money For your help. , 100% no Bs","",""
"2022-12-03,16:58:22","Capybap","#2340","I did it! Good luck This sounds like a v fun class","aims#5394",""
"2022-12-04,16:50:46","AlphaVied","#4896","I always felt like for undergrad degrees","",""
"2022-12-04,16:51:09","AlphaVied","#4896","Any state school is gonna be good","",""
"2022-12-04,17:02:14","jacob_m","#5285","Very true.  What you get out is pretty much exclusively a function of what you put in.  The student makes the school the school doesn’t make the student.","",""
"2022-12-04,18:05:57","AlphaVied","#4896","That and schools are often ranked by research capability and such","jacob_m#5285",""
"2022-12-04,18:06:09","AlphaVied","#4896","And as an undergrad you’re learning the same shit you will learn at any other Uni","",""
"2022-12-04,18:06:18","AlphaVied","#4896","Bar maybe a few employment opportunities or connections.","",""
"2022-12-04,18:06:34","AlphaVied","#4896","P sure that’s the only benefit of the higher end schools for undergrad, just networking","",""
"2022-12-04,18:49:07","AlyssaJ","#8686","i need to know about CS 215 and Data 390-05.  have anyone taken thhose classes and can tell me what the teacher is like?","",""
"2022-12-06,21:17:57","Poedameron805","#0114","I’m so scared for ME 116","",""
"2022-12-06,21:18:18","Poedameron805","#0114","We are so behind because I was sick and I. Have basically no time before Thursday","",""
"2022-12-06,21:18:31","Poedameron805","#0114","I want a 4.0 but because I was sick I’m prob not going to get it :C","",""
"2022-12-06,22:16:32","Kacey","#5683","I'm feeling the same bud","",""
"2022-12-07,11:46:09","Poedameron805","#0114","I so feel like we're not even going to finish","",""
"2022-12-07,11:46:24","Poedameron805","#0114","I need my partner to respond saying whether they can do late night work","",""
"2022-12-07,11:46:36","Poedameron805","#0114","I at least need their files to make an assembly","",""
"2022-12-07,11:46:53","Poedameron805","#0114","I think we both know that we need the full assembly if we want any points but","",""
"2022-12-07,11:47:27","Poedameron805","#0114","I'm just so scared. That even if we manage to get something done, we won't have time for drawings or exploded view or any of the other stuff we need to do","",""
"2022-12-07,11:47:56","Poedameron805","#0114","I just want this to be over... And in like 30 hours it will be over. But until then I am just afraid and sad.","",""
"2022-12-07,11:48:47","Poedameron805","#0114","I hope we at least finish the assembly. If we don't, we fail the class. If we do, then we at least can get me an A- hopefully in the class... But I'm just so scared and I'm busy all day","",""
"2022-12-07,12:19:54","Kacey","#5683","Reach out to Nandita and let her know your situation","Poedameron805#0114",""
"2022-12-07,12:20:06","Kacey","#5683","She was lenient on me when I was going through that final project","",""
"2022-12-07,12:41:59","Poedameron805","#0114","She said no extensions. But I will ask, just in case. Worst case scenario she says no.","",""
"2022-12-07,13:29:36","Poedameron805","#0114","I just hope my partner and I can figure it out. I honestly am scared we won't even finish anything, which means we would fail the class. I will accept losing my 4.0 if we can *at least get something*.","",""
"2022-12-07,13:45:02","Poedameron805","#0114","It would hurt. But I just want to stop being afraid of failing.","",""
"2022-12-07,14:15:34","Kacey","#5683","she didn't give me an extension, but she allowed me to change my project 2 days before because I gave myself a too complex thing to CAD. I spent like 30 hours nonstop cading and got a B on the assignment iirc","Poedameron805#0114",""
"2022-12-07,14:15:59","Poedameron805","#0114","ah well we're not going to change our project with less than a day","",""
"2022-12-07,14:16:16","Poedameron805","#0114","so um... yeah. Teammate finally responded though. Looks like we'll try to pump it out tonight.","",""
"2022-12-07,14:16:16","Kacey","#5683","yeah, just try to get some assembly together at least","",""
"2022-12-07,14:16:21","Poedameron805","#0114","yes","",""
"2022-12-07,14:16:22","Kacey","#5683","ok thank goodness","",""
"2022-12-07,14:16:25","Kacey","#5683","I wish you could luck my man","",""
"2022-12-07,14:16:29","Poedameron805","#0114","I'll need it","",""
"2022-12-07,14:16:30","Poedameron805","#0114","xd","",""
"2022-12-07,14:16:43","Poedameron805","#0114","Trying to get some drawings made now but this one gear-shaped part won't let me fully define it","",""
"2022-12-07,14:16:59","Poedameron805","#0114","it's either underdefined or overdefined, but if I can fix it I can use it for another drawing.","",""
"2022-12-07,14:17:20","Poedameron805","#0114","sadly don't have much time before ""night"" today because I'm taking the spanish STAMP test 4-7 pm","",""
"2022-12-07,14:17:38","Rockergage","#5879","Just cheat and 3D scan it.","Kacey#5683",""
"2022-12-07,14:17:57","Kacey","#5683","ah yes with my handy dandy 3d scaner i keep in my backpack","",""
"2022-12-07,14:18:13","Kacey","#5683","just pull an all nighter /s","Poedameron805#0114",""
"2022-12-07,14:18:15","Rockergage","#5879","Your cellphone. Photogrammetry","Kacey#5683",""
"2022-12-07,14:18:21","Poedameron805","#0114","I","Kacey#5683",""
"2022-12-07,14:18:25","Poedameron805","#0114","MIGHT","",""
"2022-12-07,14:18:28","Poedameron805","#0114","I will if I need to","",""
"2022-12-07,14:18:29","Kacey","#5683","just make drawings on your simplist parts","",""
"2022-12-07,14:18:32","Poedameron805","#0114","I totally will","",""
"2022-12-07,14:18:48","Rockergage","#5879","Literally free software, I taught it to students when I was a TA. Well actually I wasn’t a TA I was just friendly with the professor.","",""
"2022-12-07,14:18:52","Poedameron805","#0114","but we lose points for underdefined anyway so this would be a 2-in-1. And we're also told to try and use more complex parts for drawing","Kacey#5683",""
